model,scenario,region,variable,unit,time,value
canoe,nz,ontario,secondary energy|electricity|hydro,PJ,2050,134.62308238754525
canoe,nz,ontario,secondary energy|electricity|natural gas,PJ,2025,10.084980563721212
canoe,nz,ontario,secondary energy|electricity|natural gas,PJ,2030,17.6166967020238
canoe,nz,ontario,secondary energy|electricity|natural gas,PJ,2035,39.59369986577083
canoe,nz,ontario,secondary energy|electricity|natural gas,PJ,2040,31.299722340610835
canoe,nz,ontario,secondary energy|electricity|natural gas,PJ,2045,28.87072878703269
canoe,nz,ontario,secondary energy|electricity|natural gas,PJ,2050,26.260092553803158
canoe,nz,ontario,secondary energy|electricity|nuclear,PJ,2025,359.92034548667374
canoe,nz,ontario,secondary energy|electricity|nuclear,PJ,2030,262.0956811386939
canoe,nz,ontario,secondary energy|electricity|nuclear,PJ,2035,210.18742308321902
canoe,nz,ontario,secondary energy|electricity|nuclear,PJ,2040,388.1518706435481
canoe,nz,ontario,secondary energy|electricity|nuclear,PJ,2045,502.0928997546962
canoe,nz,ontario,secondary energy|electricity|nuclear,PJ,2050,612.5152586040315
canoe,nz,ontario,secondary energy|electricity|renewables,PJ,2025,173.37249754343802
canoe,nz,ontario,secondary energy|electricity|renewables,PJ,2030,368.0085980741099
canoe,nz,ontario,secondary energy|electricity|renewables,PJ,2035,573.7304126042088
canoe,nz,ontario,secondary energy|electricity|renewables,PJ,2040,562.4471990655564
canoe,nz,ontario,secondary energy|electricity|renewables,PJ,2045,540.4539324202897
canoe,nz,ontario,secondary energy|electricity|renewables,PJ,2050,535.2965794746582
canoe,nz,ontario,secondary energy|electricity|storage,PJ,2025,0.09123094418177498
canoe,nz,ontario,secondary energy|electricity|storage,PJ,2030,0.1750399826044974
canoe,nz,ontario,secondary energy|electricity|storage,PJ,2035,0.3460985937720266
canoe,nz,ontario,secondary energy|electricity|storage,PJ,2040,0.7837565156706052
canoe,nz,ontario,secondary energy|electricity|storage,PJ,2045,1.9462311697354415
canoe,nz,ontario,secondary energy|electricity|storage,PJ,2050,4.574853650200926
canoe,nz,prince edward island,secondary energy|electricity|natural gas,PJ,2025,2.9674015094340613
canoe,nz,prince edward island,secondary energy|electricity|natural gas,PJ,2030,4.2531092947179
canoe,nz,prince edward island,secondary energy|electricity|natural gas,PJ,2035,5.084663468981071
canoe,nz,prince edward island,secondary energy|electricity|natural gas,PJ,2040,6.0038546760464175
canoe,nz,prince edward island,secondary energy|electricity|natural gas,PJ,2045,5.206428455041218
canoe,nz,prince edward island,secondary energy|electricity|natural gas,PJ,2050,4.750584260599824
canoe,nz,prince edward island,secondary energy|electricity|renewables,PJ,2025,19.793462930516483
canoe,nz,prince edward island,secondary energy|electricity|renewables,PJ,2030,21.960384233135287
canoe,nz,prince edward island,secondary energy|electricity|renewables,PJ,2035,30.71877907687657
canoe,nz,prince edward island,secondary energy|electricity|renewables,PJ,2040,38.84875579896966
